year;country_id;free_and_fair_elections;effective_power_to_govern;separation_of_powers;independent_judiciary;prosecution_of_office_abuse;performance_of_democratic_institutions;commitment_to_democratic_institutions;level_of_socioeconomic_development;socioeconomic_barriers;monetary_stability;fiscal_stability;welfare_regime;social_safety_nets;equal_opportunity;economic_performance;output_strength;sustainability;environmental_policy;education_/_r&d_policy;level_of_difficulty;structural_constraints;conflict_intensity;gni_p.c._atlas_method_rescaled;un_educ._index_rescaled;bti_stateness_&_rule_of_law;steering_capability;prioritization;implementation;policy_learning;resource_efficiency;efficient_use_of_assets;policy_coordination;anti-corruption_policy;consensus-building;consensus_on_goals;anti-democratic_actors;cleavage_/_conflict_management;civil_society_participation;reconciliation;international_cooperation;effective_use_of_support;credibility;regional_cooperation
2016;161;7.0;6.0;7.0;7.0;4.0;6.0;5.0;2.0;2.0;5.0;7.0;4.0;4.0;4.0;5.0;5.0;3.0;3.0;3.0;7.3;8.0;9.0;7.0;8.0;5.8;3.3;3.0;3.0;4.0;3.3;3.0;4.0;3.0;4.6;6.0;5.0;3.0;4.0;5.0;6.0;6.0;6.0;6.0
2022;161;5.0;3.0;5.0;6.0;4.0;3.0;3.0;2.0;2.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;7.5;9.0;9.0;8.0;7.0;6.3;3.3;3.0;3.0;4.0;3.3;3.0;3.0;4.0;4.4;6.0;5.0;3.0;4.0;4.0;5.7;6.0;6.0;5.0
2010;164;8.0;9.0;8.0;7.0;6.0;8.0;9.0;6.0;6.0;9.0;9.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;4.3;6.0;4.0;6.0;2.0;3.0;7.3;8.0;7.0;7.0;6.3;6.0;7.0;6.0;7.8;9.0;9.0;8.0;6.0;7.0;8.3;9.0;8.0;8.0
2018;164;7.0;7.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;9.0;7.0;7.0;7.0;7.0;6.0;6.0;5.5;5.0;6.0;4.7;5.0;6.0;5.0;3.0;4.0;6.3;6.0;6.0;7.0;5.3;5.0;6.0;5.0;5.8;6.0;7.0;5.0;5.0;6.0;6.3;6.0;6.0;7.0
2012;164;8.0;9.0;7.0;6.0;6.0;8.0;8.0;6.0;6.0;9.0;9.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;4.5;6.0;4.0;5.0;4.0;3.3;7.3;8.0;7.0;7.0;6.3;6.0;7.0;6.0;7.6;9.0;9.0;7.0;6.0;7.0;8.3;9.0;8.0;8.0
2014;164;8.0;8.0;7.0;6.0;6.0;7.0;7.0;6.0;6.0;9.0;8.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;4.4;5.0;5.0;5.0;3.0;3.4;7.3;8.0;7.0;7.0;6.3;6.0;7.0;6.0;7.2;9.0;8.0;7.0;6.0;6.0;7.3;8.0;7.0;7.0
2020;164;7.0;8.0;6.0;7.0;5.0;6.0;7.0;6.0;6.0;9.0;7.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;4.4;5.0;5.0;5.0;3.0;3.5;7.0;7.0;7.0;7.0;5.7;5.0;7.0;5.0;7.4;8.0;8.0;7.0;7.0;7.0;8.3;8.0;8.0;9.0
2016;164;7.0;7.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;9.0;7.0;7.0;7.0;7.0;6.0;6.0;5.5;5.0;6.0;4.6;5.0;5.0;5.0;4.0;3.8;7.0;7.0;7.0;7.0;5.7;5.0;7.0;5.0;6.4;7.0;8.0;6.0;5.0;6.0;7.0;8.0;6.0;7.0
2022;164;7.0;9.0;7.0;7.0;6.0;7.0;7.0;6.0;6.0;9.0;7.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;4.0;5.0;2.0;3.0;7.0;7.0;7.0;7.0;5.7;5.0;7.0;5.0;7.4;8.0;9.0;7.0;7.0;6.0;9.0;8.0;10.0;9.0
2010;167;3.0;1.0;2.0;5.0;4.0;2.0;2.0;7.0;7.0;8.0;8.0;7.0;7.0;7.0;8.0;8.0;6.0;6.0;6.0;3.8;4.0;1.0;1.0;4.0;4.9;4.7;5.0;4.0;5.0;5.7;6.0;6.0;5.0;4.3;6.0;3.0;5.0;3.0;;6.7;5.0;7.0;8.0
2018;167;2.0;1.0;1.0;2.0;2.0;2.0;2.0;5.0;5.0;8.0;6.0;5.5;5.0;6.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;2.0;1.0;3.0;6.3;3.3;3.0;4.0;3.0;4.0;5.0;4.0;3.0;3.0;4.0;2.0;4.0;2.0;;6.0;4.0;7.0;7.0
2012;167;3.0;1.0;1.0;4.0;4.0;2.0;2.0;7.0;7.0;8.0;8.0;7.0;7.0;7.0;8.0;8.0;5.0;5.0;5.0;3.9;4.0;1.0;1.0;4.0;5.1;4.7;5.0;4.0;5.0;5.3;6.0;6.0;4.0;4.3;6.0;3.0;5.0;3.0;;6.7;5.0;7.0;8.0
2014;167;3.0;1.0;1.0;3.0;3.0;2.0;2.0;6.0;6.0;8.0;8.0;6.5;6.0;7.0;7.0;7.0;5.0;5.0;5.0;4.0;3.0;1.0;1.0;6.0;5.9;3.3;3.0;4.0;3.0;4.7;5.0;5.0;4.0;3.0;4.0;2.0;4.0;2.0;;6.3;4.0;7.0;8.0
2020;167;2.0;1.0;1.0;2.0;2.0;2.0;2.0;5.0;5.0;8.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.1;4.0;3.0;1.0;2.0;6.5;3.3;3.0;4.0;3.0;4.0;5.0;4.0;3.0;3.2;4.0;2.0;4.0;2.0;4.0;5.7;4.0;7.0;6.0
2016;167;2.0;1.0;2.0;2.0;2.0;2.0;2.0;6.0;6.0;8.0;7.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;3.8;3.0;1.0;1.0;4.0;6.0;3.3;3.0;4.0;3.0;4.7;5.0;5.0;4.0;3.0;4.0;2.0;4.0;2.0;;6.0;4.0;7.0;7.0
2022;167;2.0;1.0;1.0;2.0;3.0;2.0;2.0;5.0;5.0;7.0;5.0;6.0;7.0;5.0;4.0;4.0;5.5;6.0;5.0;4.1;4.0;3.0;1.0;2.0;6.4;3.3;3.0;4.0;3.0;4.0;5.0;4.0;3.0;3.4;4.0;2.0;4.0;3.0;4.0;6.7;6.0;7.0;7.0
2010;168;6.0;2.0;3.0;4.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;4.0;4.0;4.0;5.0;3.0;8.4;8.0;9.0;9.0;10.0;7.1;3.0;3.0;3.0;3.0;3.0;3.0;4.0;2.0;3.3;3.0;4.0;3.0;3.0;;4.0;4.0;3.0;5.0
2018;168;6.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;6.0;3.0;3.0;3.0;6.0;6.0;3.0;3.0;3.0;7.7;8.0;9.0;8.0;8.0;7.3;3.7;4.0;4.0;3.0;3.0;4.0;3.0;2.0;3.8;5.0;4.0;3.0;3.0;4.0;4.3;5.0;4.0;4.0
2012;168;6.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;4.0;4.0;4.0;5.0;3.0;8.1;8.0;9.0;8.0;9.0;7.8;3.0;3.0;3.0;3.0;2.7;3.0;3.0;2.0;3.6;3.0;4.0;3.0;3.0;5.0;4.0;4.0;3.0;5.0
2014;168;6.0;2.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.5;4.0;3.0;8.1;8.0;9.0;8.0;9.0;7.6;2.7;3.0;2.0;3.0;2.7;3.0;3.0;2.0;3.6;4.0;4.0;3.0;3.0;4.0;4.0;4.0;3.0;5.0
2020;168;6.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;5.0;3.0;3.0;3.0;5.0;5.0;3.0;3.0;3.0;7.5;8.0;8.0;8.0;8.0;7.1;4.0;4.0;4.0;4.0;3.0;4.0;3.0;2.0;4.0;5.0;4.0;3.0;4.0;4.0;4.0;5.0;3.0;4.0
2016;168;6.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5.0;3.0;3.0;3.0;5.0;5.0;3.0;3.0;3.0;7.9;8.0;9.0;8.0;9.0;7.4;3.3;4.0;3.0;3.0;2.7;3.0;3.0;2.0;3.6;4.0;4.0;3.0;3.0;4.0;4.3;4.0;4.0;5.0
2022;168;6.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;5.0;3.5;4.0;3.0;4.0;4.0;3.0;3.0;3.0;7.5;8.0;8.0;8.0;8.0;7.0;4.0;4.0;4.0;4.0;3.0;4.0;3.0;2.0;3.4;4.0;3.0;3.0;3.0;4.0;4.3;5.0;4.0;4.0
2010;171;10.0;8.0;7.0;5.0;5.0;8.0;9.0;6.0;6.0;8.0;8.0;6.0;6.0;6.0;9.0;9.0;5.5;6.0;5.0;3.6;5.0;2.0;4.0;2.0;3.6;6.0;6.0;6.0;6.0;4.7;4.0;6.0;4.0;7.6;9.0;9.0;8.0;5.0;7.0;8.3;8.0;9.0;8.0
2018;171;8.0;8.0;7.0;5.0;5.0;7.0;8.0;5.0;5.0;8.0;8.0;6.0;6.0;6.0;9.0;9.0;5.5;6.0;5.0;3.5;5.0;3.0;2.0;2.0;3.8;6.7;7.0;8.0;5.0;5.0;4.0;7.0;4.0;7.8;9.0;9.0;8.0;5.0;;7.3;8.0;6.0;8.0
2012;171;9.0;9.0;7.0;5.0;5.0;8.0;9.0;5.0;5.0;9.0;8.0;6.0;6.0;6.0;9.0;9.0;5.5;6.0;5.0;3.8;5.0;3.0;4.0;2.0;3.8;6.3;6.0;7.0;6.0;4.7;4.0;6.0;4.0;7.2;9.0;9.0;8.0;4.0;6.0;8.0;8.0;8.0;8.0
2014;171;8.0;9.0;6.0;5.0;4.0;7.0;8.0;5.0;5.0;8.0;8.0;6.0;6.0;6.0;8.0;8.0;5.0;5.0;5.0;3.6;5.0;3.0;3.0;2.0;3.9;6.3;6.0;7.0;6.0;4.3;4.0;6.0;3.0;6.6;8.0;9.0;7.0;4.0;5.0;8.0;7.0;8.0;9.0
2020;171;8.0;8.0;7.0;5.0;5.0;7.0;7.0;5.0;5.0;8.0;8.0;5.5;6.0;5.0;9.0;9.0;5.0;5.0;5.0;3.5;5.0;3.0;1.0;3.0;4.0;6.7;7.0;8.0;5.0;4.7;4.0;6.0;4.0;8.0;9.0;9.0;8.0;6.0;;7.7;8.0;7.0;8.0
2016;171;8.0;9.0;7.0;5.0;5.0;8.0;9.0;5.0;5.0;8.0;8.0;6.0;6.0;6.0;9.0;9.0;5.5;6.0;5.0;3.8;5.0;3.0;3.0;3.0;3.8;6.7;7.0;7.0;6.0;4.7;4.0;6.0;4.0;7.8;9.0;9.0;8.0;5.0;;8.3;8.0;8.0;9.0
2022;171;8.0;8.0;6.0;5.0;4.0;7.0;7.0;5.0;5.0;8.0;7.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;3.4;5.0;2.0;1.0;3.0;4.3;6.0;6.0;7.0;5.0;4.7;4.0;6.0;4.0;7.8;9.0;9.0;8.0;5.0;;6.7;6.0;6.0;8.0
2010;172;7.0;5.0;8.0;8.0;4.0;4.0;8.0;4.0;4.0;8.0;6.0;3.5;3.0;4.0;7.0;7.0;4.0;5.0;3.0;7.1;8.0;6.0;9.0;9.0;4.5;5.3;5.0;5.0;6.0;4.0;4.0;5.0;3.0;6.0;8.0;6.0;5.0;5.0;;6.0;7.0;5.0;6.0
2018;172;6.0;8.0;6.0;7.0;4.0;6.0;7.0;3.0;3.0;7.0;6.0;3.5;3.0;4.0;6.0;6.0;3.5;4.0;3.0;6.6;8.0;6.0;7.0;8.0;4.9;4.3;5.0;4.0;4.0;3.7;4.0;4.0;3.0;6.0;7.0;6.0;5.0;5.0;7.0;6.7;7.0;5.0;8.0
2012;172;7.0;5.0;7.0;8.0;4.0;3.0;7.0;4.0;4.0;8.0;6.0;3.5;3.0;4.0;7.0;7.0;3.5;4.0;3.0;7.1;8.0;6.0;8.0;10.0;4.6;4.3;5.0;4.0;4.0;3.3;3.0;4.0;3.0;6.0;8.0;6.0;5.0;5.0;;5.7;6.0;5.0;6.0
2014;172;6.0;4.0;6.0;7.0;4.0;4.0;7.0;4.0;4.0;8.0;6.0;3.5;3.0;4.0;7.0;7.0;3.5;4.0;3.0;7.3;8.0;7.0;8.0;10.0;5.0;5.0;6.0;4.0;5.0;3.7;4.0;4.0;3.0;5.5;8.0;5.0;5.0;4.0;;6.0;6.0;5.0;7.0
2020;172;6.0;7.0;6.0;7.0;4.0;5.0;7.0;3.0;3.0;6.0;6.0;3.5;3.0;4.0;6.0;6.0;4.0;5.0;3.0;6.7;8.0;6.0;7.0;8.0;5.1;4.7;5.0;4.0;5.0;3.7;3.0;5.0;3.0;5.6;7.0;5.0;5.0;5.0;6.0;6.3;5.0;6.0;8.0
2016;172;6.0;5.0;6.0;7.0;4.0;4.0;7.0;3.0;3.0;6.0;5.0;3.0;3.0;3.0;7.0;7.0;3.5;4.0;3.0;7.2;8.0;7.0;8.0;9.0;5.1;4.7;5.0;5.0;4.0;3.3;4.0;3.0;3.0;6.0;8.0;6.0;5.0;4.0;7.0;6.3;6.0;5.0;8.0
2022;172;6.0;7.0;7.0;7.0;4.0;6.0;7.0;3.0;3.0;5.0;5.0;3.0;3.0;3.0;4.0;4.0;4.0;5.0;3.0;6.7;8.0;6.0;7.0;8.0;5.0;4.0;4.0;4.0;4.0;4.3;4.0;5.0;4.0;5.8;7.0;5.0;5.0;5.0;7.0;6.3;5.0;6.0;8.0
2010;173;8.0;8.0;9.0;5.0;4.0;7.0;8.0;4.0;4.0;8.0;8.0;4.0;4.0;4.0;7.0;7.0;5.0;5.0;5.0;5.1;7.0;4.0;8.0;2.0;3.9;7.0;8.0;6.0;7.0;5.0;5.0;6.0;4.0;7.2;7.0;7.0;7.0;7.0;8.0;7.7;7.0;8.0;8.0
2018;173;8.0;8.0;7.0;5.0;4.0;6.0;6.0;4.0;4.0;9.0;8.0;5.0;5.0;5.0;8.0;8.0;4.5;4.0;5.0;5.1;7.0;4.0;5.0;4.0;4.5;6.7;7.0;6.0;7.0;5.7;6.0;6.0;5.0;6.8;7.0;7.0;7.0;5.0;8.0;8.0;8.0;8.0;8.0
2012;173;8.0;7.0;9.0;5.0;4.0;7.0;8.0;4.0;4.0;8.0;8.0;4.5;5.0;4.0;7.0;7.0;5.0;5.0;5.0;5.3;7.0;4.0;7.0;4.0;3.9;6.7;7.0;6.0;7.0;5.7;6.0;6.0;5.0;7.4;7.0;7.0;7.0;8.0;8.0;8.0;8.0;8.0;8.0
2014;173;8.0;7.0;6.0;5.0;4.0;6.0;7.0;4.0;4.0;8.0;8.0;4.5;5.0;4.0;7.0;7.0;4.5;4.0;5.0;5.4;7.0;5.0;6.0;4.0;4.4;6.7;7.0;6.0;7.0;5.3;5.0;6.0;5.0;6.4;6.0;6.0;6.0;6.0;8.0;7.0;7.0;7.0;7.0
2020;173;8.0;8.0;8.0;5.0;4.0;6.0;7.0;4.0;4.0;9.0;8.0;5.0;5.0;5.0;8.0;8.0;4.5;4.0;5.0;5.1;7.0;4.0;5.0;4.0;4.4;6.7;7.0;6.0;7.0;5.3;6.0;6.0;4.0;6.6;7.0;7.0;7.0;5.0;7.0;7.7;7.0;8.0;8.0
2016;173;8.0;8.0;7.0;5.0;4.0;6.0;8.0;4.0;4.0;9.0;8.0;5.0;5.0;5.0;8.0;8.0;4.5;4.0;5.0;5.2;7.0;4.0;5.0;5.0;4.3;6.7;7.0;6.0;7.0;5.7;6.0;6.0;5.0;6.8;7.0;7.0;7.0;5.0;8.0;8.3;8.0;9.0;8.0
2022;173;8.0;8.0;8.0;5.0;4.0;6.0;7.0;4.0;4.0;9.0;8.0;5.0;5.0;5.0;8.0;8.0;4.5;4.0;5.0;5.1;7.0;4.0;5.0;4.0;4.5;6.3;7.0;5.0;7.0;5.3;6.0;6.0;4.0;6.6;7.0;7.0;7.0;5.0;7.0;7.7;7.0;8.0;8.0
2010;174;8.0;7.0;7.0;6.0;6.0;7.0;7.0;4.0;4.0;10.0;9.0;5.0;5.0;5.0;9.0;9.0;4.5;5.0;4.0;4.5;5.0;4.0;6.0;2.0;4.0;6.3;7.0;6.0;6.0;5.0;5.0;6.0;4.0;6.4;7.0;8.0;6.0;5.0;6.0;8.0;8.0;8.0;8.0
2018;174;7.0;8.0;8.0;6.0;6.0;6.0;7.0;5.0;5.0;10.0;9.0;5.5;6.0;5.0;8.0;8.0;5.5;6.0;5.0;4.8;6.0;5.0;5.0;3.0;3.9;5.7;6.0;6.0;5.0;6.0;6.0;7.0;5.0;6.6;7.0;8.0;6.0;6.0;6.0;8.0;7.0;9.0;8.0
2012;174;9.0;7.0;6.0;6.0;6.0;7.0;7.0;5.0;5.0;10.0;10.0;5.0;5.0;5.0;9.0;9.0;5.5;6.0;5.0;4.7;5.0;5.0;6.0;2.0;4.1;6.7;7.0;7.0;6.0;5.3;5.0;6.0;5.0;6.0;7.0;8.0;5.0;5.0;5.0;8.0;8.0;8.0;8.0
2014;174;9.0;7.0;7.0;6.0;6.0;7.0;7.0;5.0;5.0;10.0;10.0;5.0;5.0;5.0;9.0;9.0;6.0;7.0;5.0;4.5;5.0;5.0;5.0;2.0;4.0;6.7;7.0;7.0;6.0;5.7;5.0;6.0;6.0;6.4;7.0;8.0;6.0;6.0;5.0;8.3;8.0;9.0;8.0
2020;174;8.0;8.0;7.0;6.0;6.0;6.0;7.0;5.0;5.0;10.0;9.0;5.5;6.0;5.0;8.0;8.0;5.5;6.0;5.0;4.7;6.0;5.0;4.0;3.0;4.1;5.7;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.6;7.0;8.0;6.0;6.0;6.0;8.0;7.0;9.0;8.0
2016;174;8.0;7.0;7.0;6.0;6.0;6.0;7.0;5.0;5.0;10.0;10.0;5.0;5.0;5.0;8.0;8.0;6.0;7.0;5.0;4.8;6.0;5.0;5.0;3.0;4.0;5.3;5.0;6.0;5.0;5.0;5.0;5.0;5.0;6.4;7.0;8.0;6.0;5.0;6.0;7.7;7.0;8.0;8.0
2022;174;8.0;8.0;6.0;6.0;6.0;5.0;7.0;4.0;4.0;10.0;9.0;5.5;6.0;5.0;6.0;6.0;5.5;6.0;5.0;4.5;6.0;5.0;4.0;2.0;4.1;5.7;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.6;7.0;8.0;6.0;6.0;6.0;8.0;7.0;9.0;8.0
2010;175;6.0;5.0;7.0;7.0;5.0;6.0;6.0;5.0;5.0;7.0;5.0;6.0;5.0;7.0;7.0;7.0;5.0;6.0;4.0;5.0;6.0;6.0;7.0;2.0;4.9;3.7;4.0;4.0;3.0;3.7;3.0;5.0;3.0;4.0;6.0;4.0;3.0;4.0;3.0;7.0;5.0;7.0;9.0
2018;175;7.0;6.0;6.0;7.0;5.0;7.0;7.0;5.0;5.0;9.0;7.0;6.0;5.0;7.0;8.0;8.0;6.0;7.0;5.0;5.3;7.0;6.0;6.0;4.0;5.0;5.3;6.0;4.0;6.0;5.0;4.0;7.0;4.0;5.2;6.0;4.0;5.0;5.0;6.0;6.3;6.0;6.0;7.0
2012;175;7.0;6.0;7.0;7.0;5.0;7.0;7.0;5.0;5.0;8.0;6.0;6.0;5.0;7.0;6.0;6.0;5.0;6.0;4.0;5.3;6.0;6.0;7.0;4.0;4.6;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;5.0;6.0;4.0;5.0;5.0;5.0;7.0;5.0;7.0;9.0
2014;175;7.0;6.0;7.0;7.0;6.0;7.0;8.0;5.0;5.0;8.0;7.0;5.5;5.0;6.0;8.0;8.0;5.5;7.0;4.0;5.0;6.0;6.0;7.0;3.0;4.3;5.7;6.0;5.0;6.0;5.3;5.0;6.0;5.0;6.0;7.0;5.0;6.0;6.0;6.0;7.7;6.0;8.0;9.0
2020;175;7.0;6.0;5.0;6.0;4.0;6.0;5.0;5.0;5.0;8.0;6.0;6.0;5.0;7.0;8.0;8.0;6.0;7.0;5.0;5.2;7.0;6.0;6.0;3.0;5.4;5.3;6.0;4.0;6.0;5.0;4.0;7.0;4.0;5.2;6.0;4.0;5.0;5.0;6.0;6.3;6.0;6.0;7.0
2016;175;7.0;6.0;6.0;7.0;5.0;7.0;8.0;5.0;5.0;8.0;7.0;5.5;5.0;6.0;8.0;8.0;5.0;6.0;4.0;5.3;7.0;6.0;6.0;4.0;4.5;5.3;6.0;4.0;6.0;4.7;4.0;6.0;4.0;6.0;7.0;5.0;5.0;6.0;7.0;7.3;6.0;8.0;8.0
2022;175;7.0;6.0;4.0;6.0;4.0;5.0;4.0;4.0;4.0;8.0;6.0;6.0;5.0;7.0;5.0;5.0;5.5;6.0;5.0;5.3;7.0;6.0;6.0;3.0;5.5;4.0;5.0;3.0;4.0;5.0;4.0;7.0;4.0;4.6;6.0;4.0;4.0;4.0;5.0;5.7;6.0;5.0;6.0
2010;177;10.0;10.0;9.0;9.0;8.0;9.0;9.0;8.0;8.0;10.0;9.0;8.5;9.0;8.0;8.0;8.0;8.0;8.0;8.0;1.8;2.0;2.0;2.0;1.0;1.8;7.7;9.0;7.0;7.0;7.3;8.0;7.0;7.0;8.4;10.0;9.0;7.0;7.0;9.0;8.7;9.0;8.0;9.0
2018;177;10.0;10.0;8.0;7.0;8.0;8.0;8.0;8.0;8.0;10.0;8.0;8.5;9.0;8.0;8.0;8.0;7.0;6.0;8.0;1.5;2.0;2.0;1.0;1.0;2.3;7.0;7.0;7.0;7.0;7.7;7.0;8.0;8.0;7.8;9.0;8.0;8.0;7.0;7.0;8.3;8.0;8.0;9.0
2012;177;10.0;10.0;10.0;9.0;8.0;10.0;9.0;8.0;8.0;10.0;8.0;8.5;9.0;8.0;9.0;9.0;8.0;8.0;8.0;1.6;2.0;2.0;1.0;1.0;1.6;8.3;9.0;8.0;8.0;7.7;8.0;8.0;7.0;8.4;9.0;8.0;8.0;8.0;9.0;9.0;9.0;9.0;9.0
2014;177;10.0;10.0;10.0;9.0;8.0;10.0;9.0;8.0;8.0;10.0;9.0;8.5;9.0;8.0;9.0;9.0;8.0;8.0;8.0;1.6;2.0;2.0;1.0;1.0;1.5;8.3;9.0;8.0;8.0;8.3;8.0;9.0;8.0;8.8;10.0;9.0;8.0;8.0;9.0;10.0;10.0;10.0;10.0
2020;177;9.0;10.0;6.0;6.0;7.0;7.0;7.0;8.0;8.0;9.0;8.0;8.5;9.0;8.0;8.0;8.0;6.5;6.0;7.0;1.8;2.0;3.0;1.0;1.0;3.0;7.3;8.0;7.0;7.0;7.3;7.0;8.0;7.0;7.4;9.0;8.0;7.0;7.0;6.0;8.0;9.0;8.0;7.0
2016;177;10.0;10.0;10.0;9.0;9.0;10.0;10.0;8.0;8.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;7.5;7.0;8.0;1.4;2.0;2.0;1.0;1.0;1.5;8.3;9.0;8.0;8.0;8.3;8.0;9.0;8.0;9.0;10.0;9.0;9.0;8.0;9.0;10.0;10.0;10.0;10.0
2022;177;7.0;10.0;5.0;5.0;7.0;6.0;7.0;8.0;8.0;9.0;8.0;8.5;9.0;8.0;8.0;8.0;7.0;7.0;7.0;1.9;2.0;3.0;1.0;1.0;3.4;6.7;7.0;7.0;6.0;7.0;7.0;7.0;7.0;5.2;7.0;5.0;5.0;4.0;5.0;7.0;8.0;6.0;7.0
2010;180;3.0;1.0;3.0;4.0;4.0;2.0;2.0;9.0;9.0;8.0;9.0;7.0;8.0;6.0;9.0;9.0;6.5;4.0;9.0;3.6;2.0;3.0;1.0;2.0;4.4;5.0;5.0;5.0;5.0;8.0;7.0;9.0;8.0;4.5;7.0;2.0;6.0;3.0;;8.3;8.0;7.0;10.0
2018;180;2.0;1.0;2.0;3.0;4.0;2.0;2.0;8.0;8.0;8.0;9.0;6.5;7.0;6.0;9.0;9.0;7.5;6.0;9.0;3.4;1.0;2.0;1.0;2.0;5.1;5.0;5.0;5.0;5.0;7.7;8.0;9.0;6.0;5.0;6.0;3.0;8.0;3.0;;7.7;9.0;6.0;8.0
2012;180;2.0;1.0;2.0;4.0;4.0;2.0;2.0;9.0;9.0;8.0;9.0;7.0;8.0;6.0;9.0;9.0;7.0;5.0;9.0;3.5;1.0;2.0;1.0;4.0;4.9;5.0;5.0;5.0;5.0;8.0;7.0;9.0;8.0;5.5;7.0;3.0;8.0;4.0;;9.0;9.0;8.0;10.0
2014;180;2.0;1.0;2.0;4.0;4.0;2.0;2.0;9.0;9.0;8.0;9.0;7.0;8.0;6.0;10.0;10.0;7.0;5.0;9.0;3.5;1.0;2.0;1.0;4.0;5.0;5.0;5.0;5.0;5.0;8.0;8.0;9.0;7.0;5.8;7.0;3.0;8.0;5.0;;9.3;9.0;9.0;10.0
2020;180;2.0;1.0;2.0;3.0;4.0;2.0;2.0;8.0;8.0;7.0;9.0;6.5;7.0;6.0;9.0;9.0;7.0;6.0;8.0;3.6;2.0;2.0;1.0;3.0;4.9;5.0;5.0;5.0;5.0;7.7;8.0;9.0;6.0;4.8;7.0;2.0;7.0;3.0;;8.0;9.0;7.0;8.0
2016;180;2.0;1.0;2.0;3.0;4.0;2.0;2.0;8.0;8.0;8.0;9.0;7.0;8.0;6.0;10.0;10.0;7.0;5.0;9.0;3.5;1.0;2.0;1.0;3.0;5.1;5.0;5.0;5.0;5.0;7.0;7.0;8.0;6.0;5.3;6.0;3.0;8.0;4.0;;7.7;9.0;6.0;8.0
2022;180;2.0;1.0;2.0;3.0;4.0;2.0;2.0;8.0;8.0;7.0;9.0;6.5;7.0;6.0;9.0;9.0;6.5;5.0;8.0;3.6;2.0;2.0;1.0;3.0;4.9;8.0;8.0;8.0;8.0;7.7;8.0;9.0;6.0;4.8;7.0;2.0;7.0;3.0;;8.3;9.0;8.0;8.0
2010;182;10.0;9.0;9.0;8.0;7.0;8.0;9.0;7.0;7.0;9.0;9.0;7.0;7.0;7.0;8.0;8.0;7.0;8.0;6.0;3.2;4.0;3.0;4.0;1.0;2.3;7.0;7.0;7.0;7.0;6.3;7.0;6.0;6.0;8.0;10.0;9.0;8.0;6.0;7.0;8.3;8.0;8.0;9.0
2018;182;9.0;9.0;8.0;9.0;8.0;7.0;8.0;7.0;7.0;10.0;9.0;7.0;7.0;7.0;8.0;8.0;7.0;7.0;7.0;3.0;4.0;3.0;3.0;1.0;2.1;6.0;6.0;6.0;6.0;6.3;6.0;5.0;8.0;8.2;9.0;9.0;8.0;7.0;8.0;7.3;8.0;6.0;8.0
2012;182;9.0;9.0;9.0;8.0;7.0;8.0;9.0;7.0;7.0;9.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0;6.0;3.0;4.0;3.0;3.0;1.0;2.1;7.0;7.0;7.0;7.0;7.0;8.0;6.0;7.0;8.0;10.0;9.0;8.0;6.0;7.0;8.3;8.0;8.0;9.0
2014;182;8.0;9.0;7.0;8.0;7.0;7.0;8.0;7.0;7.0;9.0;9.0;7.0;7.0;7.0;7.0;7.0;7.5;8.0;7.0;3.1;4.0;3.0;3.0;1.0;2.5;6.0;6.0;6.0;6.0;6.0;7.0;5.0;6.0;8.0;9.0;8.0;8.0;7.0;8.0;7.7;8.0;7.0;8.0
2020;182;9.0;8.0;6.0;7.0;6.0;7.0;8.0;7.0;7.0;9.0;8.0;7.0;7.0;7.0;8.0;8.0;6.5;7.0;6.0;3.0;4.0;3.0;2.0;1.0;3.0;5.0;5.0;5.0;5.0;4.7;5.0;4.0;5.0;7.2;9.0;7.0;7.0;5.0;8.0;6.0;7.0;5.0;6.0
