year;country_id;ranking_status_index;status_index;ranking_democracy_status;democracy_status;stateness;monopoly_on_the_use_of_force;state_identity;no_interference_of_religious_dogmas;basic_administration;political_participation;association_/_assembly_rights;freedom_of_expression;rule_of_law;civil_rights;stability_of_democratic_institutions;political_and_social_integration;party_system;interest_groups;approval_of_democracy;social_capital;ranking_economy_status;economy_status;organization_of_the_market_and_competition;market_organization;competition_policy;liberalization_of_foreign_trade;banking_system;monetary_and_fiscal_stability;private_property;property_rights;private_enterprise;ranking_governance_index;governance_index;civil_society_traditions;governance_performance;democracy_status_08;democracy_status_10;trend_democracy;economy_status_08;economy_status_10;trend_economy;governance_index_08;governance_index_10;trend_governance;state_failure;total;democracy/autocracy;status_index_score;status_index_category;status_index_status;democracy_status_score;democracy_status_category;democracy_status_status;economy_status_score;economy_status_category;economy_status_status;governance_index_score;governance_index_category;governance_index_status;level_of_difficulty_score;level_of_difficulty_category;level_of_difficulty_status;governance_performance_score;governance_performance_category;governance_performance_status
2014;206;28.0;7.13;29.0;7.5;7.8;7.0;8.0;9.0;7.0;8.0;8.0;8.0;7.3;7.0;7.0;7.5;8.0;8.0;8.0;6.0;34.0;6.75;8.3;8.0;8.0;8.0;9.0;7.5;7.5;8.0;7.0;31.0;6.09;3.0;7.02;7.75;7.5;-0.25;6.93;6.75;-0.18;6.12;6.09;-0.02;7.0;0.0;Dem.;7.13;2.0;Advanced;7.5;2.0;Defective democracy;6.75;3.0;Limited;6.09;2.0;Good;4.1;4.0;Minor;7.02;2.0;Sound
2020;206;31.0;6.8;25.0;7.45;8.0;8.0;8.0;9.0;7.0;7.8;8.0;8.0;7.3;7.0;7.5;6.8;7.0;8.0;6.0;6.0;48.0;6.14;8.0;7.0;8.0;8.0;9.0;7.0;7.0;7.0;7.0;19.0;6.25;3.0;7.23;7.6;7.45;-0.15;6.32;6.14;-0.18;5.96;6.25;0.29;7.5;0.0;Dem.;6.8;3.0;Limited;7.45;2.0;Defective democracies;6.14;3.0;Limited;6.25;2.0;Good;3.9;4.0;Minor;7.23;2.0;Sound
2016;206;26.0;7.05;25.0;7.6;7.8;7.0;8.0;9.0;7.0;7.8;7.0;8.0;7.3;7.0;8.0;7.3;7.0;8.0;8.0;6.0;33.0;6.5;8.5;9.0;8.0;8.0;9.0;7.0;7.0;7.0;7.0;26.0;6.14;3.0;7.07;7.5;7.6;0.1;6.75;6.5;-0.25;6.09;6.14;0.04;7.0;0.0;Dem.;7.05;2.0;Advanced;7.6;2.0;Defective democracy;6.5;3.0;Limited;6.14;2.0;Good;4.1;4.0;Minor;7.07;2.0;Sound
2022;206;25.0;6.78;19.0;7.7;8.3;8.0;9.0;9.0;7.0;8.5;8.0;8.0;7.3;7.0;8.0;6.5;7.0;7.0;6.0;6.0;53.0;5.86;8.0;7.0;8.0;8.0;9.0;7.0;7.5;7.0;8.0;23.0;6.1;3.0;7.07;7.45;7.7;0.25;6.14;5.86;-0.29;6.25;6.1;-0.15;7.5;0.0;Dem.;6.78;3.0;Limited;7.7;2.0;Defective democracies;5.86;3.0;Limited;6.1;2.0;Good;3.9;4.0;Minor;7.07;2.0;Sound
2010;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;208;124.0;2.27;121.0;2.62;5.0;3.0;6.0;9.0;2.0;2.0;3.0;3.0;2.3;2.0;1.5;2.3;2.0;3.0;;2.0;124.0;1.93;2.5;2.0;2.0;3.0;3.0;2.5;3.0;3.0;3.0;121.0;2.3;8.0;2.35;3.28;2.62;-0.67;2.36;1.93;-0.43;2.99;2.3;-0.69;2.5;7.0;Aut.;2.27;5.0;Failed;2.62;5.0;Hard-line autocracy;1.93;5.0;Rudimentary;2.3;5.0;Failed;9.1;1.0;Massive;2.35;5.0;Poor
2012;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;208;119.0;3.08;104.0;3.73;6.3;5.0;9.0;9.0;2.0;3.8;4.0;4.0;3.0;4.0;3.0;2.7;2.0;3.0;;3.0;124.0;2.43;3.5;3.0;2.0;6.0;3.0;2.5;3.5;3.0;4.0;111.0;3.52;9.0;3.65;;3.73;;;2.43;;;3.52;;3.5;3.0;Aut.;3.08;5.0;Failed;3.73;5.0;Hard-line autocracy;2.43;5.0;Rudimentary;3.52;4.0;Weak;8.4;2.0;Substantial;3.65;4.0;Flawed
2020;208;131.0;2.26;129.0;2.67;5.0;3.0;6.0;9.0;2.0;1.8;3.0;2.0;2.3;2.0;2.0;2.3;2.0;3.0;;2.0;132.0;1.86;2.5;2.0;2.0;3.0;3.0;2.0;2.5;3.0;2.0;130.0;2.15;8.0;2.18;2.62;2.67;0.05;1.93;1.86;-0.07;2.3;2.15;-0.16;2.5;7.0;Aut.;2.26;5.0;Failed;2.67;5.0;Hard-line autocracies;1.86;5.0;Rudimentary;2.15;5.0;Failed;9.2;1.0;Massive;2.18;5.0;Poor
2016;208;123.0;2.82;111.0;3.28;5.3;3.0;6.0;9.0;3.0;2.8;3.0;3.0;2.8;3.0;3.0;2.7;3.0;3.0;;2.0;125.0;2.36;3.5;3.0;2.0;6.0;3.0;2.5;3.5;3.0;4.0;116.0;2.99;8.0;3.08;3.73;3.28;-0.45;2.43;2.36;-0.07;3.52;2.99;-0.53;3.0;6.0;Aut.;2.82;5.0;Failed;3.28;5.0;Hard-line autocracy;2.36;5.0;Rudimentary;2.99;5.0;Failed;8.7;1.0;Massive;3.08;4.0;Flawed
2022;208;132.0;2.3;130.0;2.67;4.8;3.0;6.0;9.0;1.0;2.0;3.0;3.0;2.3;2.0;2.0;2.3;2.0;3.0;;2.0;131.0;1.93;2.5;2.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;131.0;2.15;8.0;2.27;2.67;2.67;0.0;1.86;1.93;0.07;2.15;2.15;0.01;2.0;7.0;Aut.;2.3;5.0;Failed;2.67;5.0;Hard-line autocracies;1.93;5.0;Rudimentary;2.15;5.0;Failed;7.8;2.0;Substantial;2.27;5.0;Poor
2010;210;48.0;6.17;60.0;5.95;6.5;7.0;5.0;7.0;7.0;6.3;6.0;5.0;5.0;4.0;6.0;6.0;6.0;6.0;7.0;5.0;43.0;6.39;7.3;8.0;7.0;7.0;7.0;6.0;8.0;8.0;8.0;61.0;5.25;5.0;5.78;6.3;5.95;-0.35;6.93;6.39;-0.54;5.4;5.25;-0.15;7.0;0.0;Dem.;6.17;3.0;Limited;5.95;3.0;Highly defective democracy;6.39;3.0;Limited;5.25;3.0;Moderate;5.9;3.0;Moderate;5.78;3.0;Fair
2018;210;33.0;6.61;41.0;6.55;7.3;9.0;6.0;7.0;7.0;7.3;7.0;7.0;6.0;5.0;6.0;6.3;6.0;7.0;7.0;5.0;32.0;6.68;6.8;7.0;6.0;7.0;7.0;7.0;7.5;7.0;8.0;43.0;5.6;5.0;6.37;4.67;6.55;1.88;6.5;6.68;0.18;4.55;5.6;1.05;8.0;0.0;Dem.;6.61;3.0;Limited;6.55;2.0;Defective democracy;6.68;3.0;Limited;5.6;2.0;Good;4.6;3.0;Moderate;6.37;2.0;Sound
2012;210;58.0;5.85;78.0;4.88;7.3;9.0;6.0;7.0;7.0;4.8;5.0;5.0;3.8;3.0;3.0;5.7;6.0;6.0;;5.0;36.0;6.82;7.8;8.0;7.0;8.0;8.0;7.0;8.0;8.0;8.0;74.0;4.69;4.0;5.22;5.95;4.88;-1.07;6.39;6.82;0.43;5.25;4.69;-0.57;8.0;2.0;Aut.;5.85;3.0;Limited;4.88;4.0;Moderate autocracy;6.82;3.0;Limited;4.69;3.0;Moderate;5.4;3.0;Moderate;5.22;3.0;Fair
2014;210;67.0;5.57;83.0;4.57;7.3;9.0;6.0;7.0;7.0;4.3;5.0;4.0;3.0;3.0;3.0;5.3;6.0;5.0;;5.0;36.0;6.57;7.5;8.0;7.0;8.0;7.0;6.5;7.5;7.0;8.0;88.0;4.24;4.0;4.73;4.88;4.57;-0.32;6.82;6.57;-0.25;4.69;4.24;-0.45;8.0;4.0;Aut.;5.57;3.0;Limited;4.57;4.0;Moderate autocracy;6.57;3.0;Limited;4.24;4.0;Weak;5.3;3.0;Moderate;4.73;4.0;Flawed
2020;210;38.0;6.58;45.0;6.65;7.3;9.0;6.0;7.0;7.0;7.3;7.0;7.0;6.5;6.0;6.0;6.3;6.0;7.0;7.0;5.0;35.0;6.5;6.5;7.0;5.0;7.0;7.0;7.0;7.5;7.0;8.0;46.0;5.45;5.0;6.18;6.55;6.65;0.1;6.68;6.5;-0.18;5.6;5.45;-0.14;8.0;0.0;Dem.;6.58;3.0;Limited;6.65;2.0;Defective democracies;6.5;3.0;Limited;5.45;3.0;Moderate;4.7;3.0;Moderate;6.18;2.0;Sound
2016;210;62.0;5.58;81.0;4.67;7.3;9.0;6.0;7.0;7.0;4.5;5.0;4.0;3.3;4.0;3.0;5.3;6.0;5.0;;5.0;33.0;6.5;7.5;8.0;7.0;8.0;7.0;6.5;7.0;7.0;7.0;78.0;4.55;5.0;5.08;4.57;4.67;0.1;6.57;6.5;-0.07;4.24;4.55;0.31;8.0;2.0;Aut.;5.58;3.0;Limited;4.67;4.0;Moderate autocracy;6.5;3.0;Limited;4.55;3.0;Moderate;5.3;3.0;Moderate;5.08;3.0;Fair
2022;210;49.0;6.04;51.0;6.25;7.0;9.0;6.0;6.0;7.0;7.0;6.0;7.0;5.8;6.0;5.5;6.0;6.0;6.0;7.0;5.0;54.0;5.82;6.3;7.0;5.0;6.0;7.0;6.0;7.0;7.0;7.0;72.0;4.8;5.0;5.43;6.65;6.25;-0.4;6.5;5.82;-0.68;5.45;4.8;-0.65;8.0;0.0;Dem.;6.04;3.0;Limited;6.25;2.0;Defective democracies;5.82;3.0;Limited;4.8;3.0;Moderate;4.8;3.0;Moderate;5.43;3.0;Fair
2010;211;115.0;3.53;118.0;3.02;3.5;4.0;4.0;3.0;3.0;3.5;6.0;5.0;1.8;1.0;2.0;4.3;3.0;5.0;;5.0;104.0;4.04;3.3;3.0;2.0;5.0;3.0;7.0;4.5;4.0;5.0;110.0;3.27;6.0;3.4;2.13;3.02;0.88;3.86;4.04;0.18;2.88;3.27;0.39;3.5;4.0;Aut.;3.53;5.0;Failed;3.02;5.0;Hard-line autocracy;4.04;4.0;Very limited;3.27;4.0;Weak;8.2;2.0;Substantial;3.4;4.0;Flawed
2018;211;123.0;2.28;125.0;2.23;3.3;4.0;3.0;3.0;3.0;2.5;3.0;3.0;1.8;1.0;1.0;2.7;3.0;2.0;;3.0;123.0;2.32;2.8;2.0;3.0;4.0;2.0;2.5;3.5;3.0;4.0;124.0;1.97;7.0;2.03;2.48;2.23;-0.25;2.39;2.32;-0.07;2.02;1.97;-0.05;3.5;6.0;Aut.;2.28;5.0;Failed;2.23;5.0;Hard-line autocracy;2.32;5.0;Rudimentary;1.97;5.0;Failed;8.6;1.0;Massive;2.03;5.0;Poor
2012;211;119.0;3.33;119.0;2.87;3.5;4.0;4.0;3.0;3.0;3.0;4.0;3.0;2.5;2.0;2.0;3.3;3.0;4.0;;3.0;113.0;3.79;3.5;3.0;3.0;5.0;3.0;6.5;4.0;3.0;5.0;118.0;2.55;6.0;2.65;3.02;2.87;-0.15;4.04;3.79;-0.25;3.27;2.55;-0.71;3.5;5.0;Aut.;3.33;5.0;Failed;2.87;5.0;Hard-line autocracy;3.79;4.0;Very limited;2.55;5.0;Failed;8.3;2.0;Substantial;2.65;5.0;Poor
2014;211;124.0;2.58;126.0;2.45;3.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;2.3;1.0;1.0;3.0;3.0;3.0;;3.0;122.0;2.71;3.5;3.0;3.0;5.0;3.0;3.0;3.5;3.0;4.0;123.0;2.11;6.0;2.18;2.87;2.45;-0.42;3.79;2.71;-1.07;2.55;2.11;-0.44;3.0;5.0;Aut.;2.58;5.0;Failed;2.45;5.0;Hard-line autocracy;2.71;5.0;Rudimentary;2.11;5.0;Failed;8.6;1.0;Massive;2.18;5.0;Poor
2020;211;133.0;2.06;134.0;2.02;2.5;3.0;3.0;1.0;3.0;2.3;3.0;3.0;1.0;1.0;1.0;3.3;3.0;2.0;;5.0;131.0;2.11;2.3;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;133.0;1.48;7.0;1.52;2.23;2.02;-0.22;2.32;2.11;-0.21;1.97;1.48;-0.49;3.0;6.0;Aut.;2.06;5.0;Failed;2.02;5.0;Hard-line autocracies;2.11;5.0;Rudimentary;1.48;5.0;Failed;8.9;1.0;Massive;1.52;5.0;Poor
2016;211;125.0;2.44;125.0;2.48;3.0;3.0;3.0;3.0;3.0;2.8;3.0;3.0;2.0;1.0;2.0;2.7;3.0;2.0;;3.0;124.0;2.39;2.8;2.0;3.0;4.0;2.0;2.5;3.5;3.0;4.0;124.0;2.02;7.0;2.08;2.45;2.48;0.03;2.71;2.39;-0.32;2.11;2.02;-0.1;3.0;6.0;Aut.;2.44;5.0;Failed;2.48;5.0;Hard-line autocracy;2.39;5.0;Rudimentary;2.02;5.0;Failed;8.6;1.0;Massive;2.08;5.0;Poor
2022;211;130.0;2.45;123.0;3.02;3.3;3.0;4.0;4.0;2.0;3.5;6.0;5.0;2.5;3.0;1.5;4.3;4.0;4.0;;5.0;132.0;1.89;2.8;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;118.0;3.05;7.0;3.12;2.02;3.02;1.0;2.11;1.89;-0.21;1.48;3.05;1.57;2.5;5.0;Aut.;2.45;5.0;Failed;3.02;5.0;Hard-line autocracies;1.89;5.0;Rudimentary;3.05;4.0;Weak;9.0;1.0;Massive;3.12;4.0;Flawed
2010;218;118.0;3.42;103.0;3.67;7.3;7.0;7.0;9.0;6.0;3.0;4.0;3.0;2.8;3.0;2.0;3.3;3.0;3.0;;4.0;120.0;3.18;3.3;3.0;3.0;4.0;3.0;3.5;3.0;3.0;3.0;115.0;2.97;8.0;3.22;3.73;3.67;-0.07;3.86;3.18;-0.68;4.48;2.97;-1.51;6.5;5.0;Aut.;3.42;5.0;Failed;3.67;5.0;Hard-line autocracy;3.18;4.0;Very limited;2.97;5.0;Failed;6.5;2.0;Substantial;3.22;4.0;Flawed
2018;218;115.0;3.31;117.0;2.98;7.5;9.0;7.0;8.0;6.0;1.8;2.0;2.0;2.0;2.0;1.0;2.7;2.0;2.0;;4.0;109.0;3.64;3.5;4.0;3.0;4.0;3.0;4.5;3.0;3.0;3.0;111.0;3.31;9.0;3.58;3.55;2.98;-0.57;3.64;3.64;0.0;3.27;3.31;0.04;7.5;6.0;Aut.;3.31;5.0;Failed;2.98;5.0;Hard-line autocracy;3.64;4.0;Very limited;3.31;4.0;Weak;6.5;2.0;Substantial;3.58;4.0;Flawed
2012;218;117.0;3.5;109.0;3.5;7.0;7.0;7.0;8.0;6.0;2.8;3.0;3.0;2.8;4.0;2.0;3.0;3.0;2.0;;4.0;117.0;3.5;3.5;4.0;3.0;4.0;3.0;4.0;3.5;3.0;4.0;105.0;3.51;8.0;3.8;3.67;3.5;-0.17;3.18;3.5;0.32;2.97;3.51;0.54;6.5;5.0;Aut.;3.5;5.0;Failed;3.5;5.0;Hard-line autocracy;3.5;4.0;Very limited;3.51;4.0;Weak;6.5;2.0;Substantial;3.8;4.0;Flawed
2014;218;113.0;3.59;108.0;3.6;7.3;7.0;7.0;9.0;6.0;2.8;3.0;3.0;3.0;4.0;2.0;3.0;3.0;2.0;;4.0;113.0;3.57;3.5;4.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;110.0;3.57;8.0;3.88;3.5;3.6;0.1;3.5;3.57;0.07;3.51;3.57;0.06;6.5;5.0;Aut.;3.59;5.0;Failed;3.6;5.0;Hard-line autocracy;3.57;4.0;Very limited;3.57;4.0;Weak;6.3;3.0;Moderate;3.88;4.0;Flawed
2020;218;120.0;3.32;124.0;2.92;7.5;9.0;7.0;8.0;6.0;1.8;2.0;2.0;2.0;2.0;1.0;2.3;2.0;2.0;;3.0;113.0;3.71;3.5;4.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;116.0;3.34;9.0;3.62;2.98;2.92;-0.07;3.64;3.71;0.07;3.31;3.34;0.03;7.5;6.0;Aut.;3.32;5.0;Failed;2.92;5.0;Hard-line autocracies;3.71;4.0;Very limited;3.34;4.0;Weak;6.5;2.0;Substantial;3.62;4.0;Flawed
2016;218;109.0;3.6;102.0;3.55;7.5;9.0;7.0;8.0;6.0;2.5;3.0;3.0;2.8;3.0;2.0;3.0;3.0;2.0;;4.0;112.0;3.64;3.5;4.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;113.0;3.27;9.0;3.53;3.6;3.55;-0.05;3.57;3.64;0.07;3.57;3.27;-0.3;7.5;6.0;Aut.;3.6;5.0;Failed;3.55;5.0;Hard-line autocracy;3.64;4.0;Very limited;3.27;4.0;Weak;6.6;2.0;Substantial;3.53;4.0;Flawed
2022;218;121.0;3.21;126.0;2.92;7.5;9.0;7.0;8.0;6.0;1.8;2.0;2.0;2.0;2.0;1.0;2.3;2.0;2.0;;3.0;114.0;3.5;3.5;4.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;116.0;3.2;9.0;3.45;2.92;2.92;0.0;3.71;3.5;-0.21;3.34;3.2;-0.14;7.5;6.0;Aut.;3.21;5.0;Failed;2.92;5.0;Hard-line autocracies;3.5;4.0;Very limited;3.2;4.0;Weak;6.7;2.0;Substantial;3.45;4.0;Flawed
2010;220;59.0;5.84;69.0;5.35;7.0;6.0;7.0;7.0;8.0;5.5;7.0;5.0;5.5;6.0;4.0;4.8;4.0;5.0;5.0;5.0;46.0;6.32;7.8;7.0;7.0;9.0;8.0;6.5;7.0;7.0;7.0;76.0;4.58;6.0;5.12;4.92;5.35;0.43;7.04;6.32;-0.71;4.8;4.58;-0.22;7.0;0.0;Dem.;5.84;3.0;Limited;5.35;3.0;Highly defective democracy;6.32;3.0;Limited;4.58;3.0;Moderate;5.3;3.0;Moderate;5.12;3.0;Fair
2018;220;87.0;4.71;110.0;3.25;6.8;7.0;7.0;6.0;7.0;1.5;2.0;2.0;3.0;3.0;1.0;4.0;3.0;4.0;;5.0;43.0;6.18;6.3;5.0;5.0;7.0;8.0;8.0;7.0;7.0;7.0;95.0;3.89;6.0;4.32;3.3;3.25;-0.05;6.29;6.18;-0.11;3.93;3.89;-0.04;7.0;6.0;Aut.;4.71;4.0;Very limited;3.25;5.0;Hard-line autocracy;6.18;3.0;Limited;3.89;4.0;Weak;5.5;3.0;Moderate;4.32;4.0;Flawed
2012;220;69.0;5.56;82.0;4.73;6.8;6.0;7.0;7.0;7.0;4.5;5.0;5.0;4.8;4.0;3.0;4.7;4.0;5.0;;5.0;43.0;6.39;6.8;7.0;5.0;7.0;8.0;7.0;7.0;7.0;7.0;93.0;4.13;6.0;4.57;5.35;4.73;-0.62;6.32;6.39;0.07;4.58;4.13;-0.45;6.5;1.0;Aut.;5.56;3.0;Limited;4.73;4.0;Moderate autocracy;6.39;3.0;Limited;4.13;4.0;Weak;5.7;3.0;Moderate;4.57;4.0;Flawed
2014;220;61.0;5.72;75.0;5.05;6.5;6.0;7.0;6.0;7.0;5.0;6.0;4.0;4.5;4.0;4.5;4.8;4.0;5.0;5.0;5.0;41.0;6.39;6.3;6.0;5.0;7.0;7.0;7.5;7.0;7.0;7.0;83.0;4.46;6.0;4.95;4.73;5.05;0.32;6.39;6.39;0.0;4.13;4.46;0.33;6.5;0.0;Dem.;5.72;3.0;Limited;5.05;3.0;Highly defective democracy;6.39;3.0;Limited;4.46;3.0;Moderate;5.6;3.0;Moderate;4.95;4.0;Flawed
2020;220;91.0;4.81;115.0;3.3;6.8;7.0;7.0;6.0;7.0;1.5;2.0;2.0;3.3;4.0;1.0;4.0;3.0;4.0;;5.0;41.0;6.32;6.3;5.0;5.0;7.0;8.0;8.0;7.0;7.0;7.0;97.0;4.02;6.0;4.48;3.25;3.3;0.05;6.18;6.32;0.14;3.89;4.02;0.13;7.0;5.0;Aut.;4.81;4.0;Very limited;3.3;5.0;Hard-line autocracies;6.32;3.0;Limited;4.02;4.0;Weak;5.3;3.0;Moderate;4.48;4.0;Flawed
2016;220;88.0;4.79;110.0;3.3;6.8;7.0;7.0;6.0;7.0;1.5;2.0;2.0;3.3;3.0;1.0;4.0;3.0;4.0;;5.0;42.0;6.29;6.5;6.0;5.0;7.0;8.0;8.0;7.0;7.0;7.0;98.0;3.93;6.0;4.35;5.05;3.3;-1.75;6.39;6.29;-0.11;4.46;3.93;-0.53;7.0;6.0;Aut.;4.79;4.0;Very limited;3.3;5.0;Hard-line autocracy;6.29;3.0;Limited;3.93;4.0;Weak;5.7;3.0;Moderate;4.35;4.0;Flawed
2022;220;75.0;4.98;97.0;3.85;6.8;7.0;7.0;6.0;7.0;2.5;2.0;2.0;3.0;3.0;3.0;4.0;3.0;4.0;;5.0;40.0;6.11;6.3;5.0;5.0;7.0;8.0;8.0;7.0;7.0;7.0;92.0;4.02;6.0;4.48;3.3;3.85;0.55;6.32;6.11;-0.21;4.02;4.02;0.0;7.0;6.0;Aut.;4.98;4.0;Very limited;3.85;5.0;Hard-line autocracies;6.11;3.0;Limited;4.02;4.0;Weak;5.4;3.0;Moderate;4.48;4.0;Flawed
2010;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;221;52.0;6.15;23.0;7.55;8.3;9.0;10.0;8.0;6.0;8.5;9.0;8.0;7.0;7.0;8.0;6.0;6.0;4.0;8.0;6.0;88.0;4.75;5.3;4.0;2.0;10.0;5.0;6.5;5.5;4.0;7.0;31.0;5.93;5.0;6.63;;7.55;;;4.75;;;5.93;;7.5;0.0;Dem.;6.15;3.0;Limited;7.55;2.0;Defective democracies;4.75;4.0;Very limited;5.93;2.0;Good;5.2;3.0;Moderate;6.63;2.0;Sound
2016;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;221;47.0;6.09;21.0;7.65;8.3;10.0;10.0;8.0;5.0;9.0;10.0;8.0;7.0;7.0;8.0;6.0;6.0;4.0;8.0;6.0;91.0;4.54;5.3;4.0;2.0;10.0;5.0;6.5;5.5;4.0;7.0;31.0;5.78;5.0;6.47;7.55;7.65;0.1;4.75;4.54;-0.21;5.93;5.78;-0.15;7.5;0.0;Dem.;6.09;3.0;Limited;7.65;2.0;Defective democracies;4.54;4.0;Very limited;5.78;2.0;Good;5.2;3.0;Moderate;6.47;2.0;Sound
2010;222;104.0;4.25;80.0;4.68;8.0;8.0;9.0;9.0;6.0;4.8;6.0;6.0;4.0;5.0;2.0;4.7;4.0;5.0;;5.0;112.0;3.82;4.8;4.0;4.0;5.0;6.0;6.0;5.0;5.0;5.0;74.0;4.7;7.0;5.02;3.9;4.68;0.78;3.61;3.82;0.21;3.66;4.7;1.04;7.0;2.0;Aut.;4.25;4.0;Very limited;4.68;4.0;Moderate autocracy;3.82;4.0;Very limited;4.7;3.0;Moderate;7.2;2.0;Substantial;5.02;3.0;Fair
2018;222;84.0;4.89;73.0;5.07;8.0;9.0;8.0;9.0;6.0;4.8;6.0;5.0;4.3;5.0;3.0;5.3;4.0;6.0;;6.0;88.0;4.71;5.0;4.0;5.0;6.0;5.0;7.5;5.0;5.0;5.0;62.0;5.1;5.0;5.6;4.8;5.07;0.27;4.61;4.71;0.11;4.84;5.1;0.26;7.5;2.0;Aut.;4.89;4.0;Very limited;5.07;4.0;Moderate autocracy;4.71;4.0;Very limited;5.1;3.0;Moderate;6.0;3.0;Moderate;5.6;3.0;Fair
2012;222;92.0;4.57;74.0;5.0;8.0;8.0;9.0;9.0;6.0;4.8;6.0;6.0;4.3;5.0;3.0;5.0;4.0;5.0;;6.0;106.0;4.14;4.5;4.0;4.0;5.0;5.0;6.5;5.0;5.0;5.0;67.0;4.95;7.0;5.35;4.68;5.0;0.32;3.82;4.14;0.32;4.7;4.95;0.25;7.0;2.0;Aut.;4.57;4.0;Very limited;5.0;4.0;Moderate autocracy;4.14;4.0;Very limited;4.95;3.0;Moderate;6.6;2.0;Substantial;5.35;3.0;Fair
2014;222;93.0;4.57;78.0;4.85;7.8;8.0;8.0;9.0;6.0;4.3;6.0;5.0;4.3;5.0;3.0;5.0;4.0;5.0;;6.0;100.0;4.29;4.5;4.0;4.0;5.0;5.0;7.0;5.0;5.0;5.0;72.0;4.81;6.0;5.2;5.0;4.85;-0.15;4.14;4.29;0.14;4.95;4.81;-0.14;7.0;2.0;Aut.;4.57;4.0;Very limited;4.85;4.0;Moderate autocracy;4.29;4.0;Very limited;4.81;3.0;Moderate;6.7;2.0;Substantial;5.2;3.0;Fair
2020;222;93.0;4.79;78.0;4.87;7.8;8.0;8.0;9.0;6.0;4.3;4.0;5.0;4.0;5.0;3.0;5.3;4.0;6.0;;6.0;89.0;4.71;5.0;4.0;5.0;6.0;5.0;7.5;5.0;5.0;5.0;67.0;4.96;5.0;5.42;5.07;4.87;-0.2;4.71;4.71;0.0;5.1;4.96;-0.14;7.0;2.0;Aut.;4.79;4.0;Very limited;4.87;4.0;Moderate autocracies;4.71;4.0;Very limited;4.96;3.0;Moderate;6.2;3.0;Moderate;5.42;3.0;Fair
2016;222;93.0;4.7;78.0;4.8;7.8;8.0;8.0;9.0;6.0;4.3;6.0;5.0;4.0;5.0;3.0;5.0;4.0;5.0;;6.0;90.0;4.61;4.8;4.0;4.0;6.0;5.0;7.5;5.0;5.0;5.0;70.0;4.84;6.0;5.25;4.85;4.8;-0.05;4.29;4.61;0.32;4.81;4.84;0.03;7.0;3.0;Aut.;4.7;4.0;Very limited;4.8;4.0;Moderate autocracy;4.61;4.0;Very limited;4.84;3.0;Moderate;6.5;2.0;Substantial;5.25;3.0;Fair
2022;222;85.0;4.79;70.0;4.87;7.8;8.0;8.0;10.0;5.0;4.5;5.0;5.0;3.8;4.0;3.0;5.3;4.0;6.0;;6.0;85.0;4.71;5.0;4.0;5.0;6.0;5.0;7.5;5.0;5.0;5.0;63.0;4.93;5.0;5.38;4.87;4.87;0.0;4.71;4.71;0.0;4.96;4.93;-0.03;6.5;2.0;Aut.;4.79;4.0;Very limited;4.87;4.0;Moderate autocracies;4.71;4.0;Very limited;4.93;3.0;Moderate;6.2;3.0;Moderate;5.38;3.0;Fair
2010;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
